temperature,humidity,co2,fan_status
31.7,59.7,710.0,ON
21.1,50.9,790.0,OFF
,48.4,320.0,ON
30.8,73.4,320.0,ON
29.9,62.6,436.0,ON
21.9,48.8,425.0,OFF
22.1,59.1,803.0,OFF
30.4,46.3,875.0,ON
29.1,52.3,557.0,ON
-999.0,61.7,429.0,OFF
33.0,82.1,372.0,ON
21.2,49.2,1110.0,ON
13.3,57.9,586.0,OFF
31.1,69.0,419.0,ON
20.7,41.4,802.0,OFF
19.1,62.2,407.0,OFF
23.8,67.3,618.0,OFF
22.2,33.8,708.0,OFF
32.5,61.6,348.0,ON
22.3,52.4,726.0,OFF
25.5,33.9,665.0,OFF
25.4,47.1,885.0,OFF
21.4,36.9,706.0,OFF
26.8,81.2,714.0,ON
29.6,72.3,1014.0,ON
24.5,35.3,585.0,OFF
18.9,49.8,5000.0,OFF
120.0,46.9,528.0,ON
26.4,23.6,420.0,OFF
25.4,46.7,421.0,OFF
30.2,82.9,620.0,ON
17.7,54.8,774.0,OFF
27.0,69.7,373.0,OFF
120.0,53.2,865.0,ON
20.1,48.6,637.0,OFF
25.6,15.0,840.0,OFF
28.1,39.9,529.0,ON
21.8,61.5,320.0,OFF
23.7,49.6,684.0,OFF
27.5,35.2,,OFF
30.9,32.9,532.0,ON
25.8,54.7,320.0,OFF
23.9,46.0,855.0,OFF
16.8,47.3,625.0,OFF
20.9,150.0,763.0,OFF
27.3,61.1,424.0,OFF
23.8,56.0,447.0,OFF
32.5,71.4,628.0,ON
20.6,44.4,545.0,OFF
,47.2,469.0,OFF
20.1,72.0,767.0,ON
25.9,75.6,5000.0,ON
21.8,34.2,650.0,OFF
16.4,64.4,675.0,OFF
23.8,64.8,771.0,OFF
22.9,43.5,830.0,OFF
21.6,82.7,750.0,ON
26.9,25.5,,OFF
17.1,40.4,432.0,OFF
22.5,65.6,636.0,OFF
27.0,53.4,320.0,OFF
28.2,44.3,489.0,ON
24.6,39.2,911.0,OFF
30.5,48.6,439.0,ON
18.8,83.6,707.0,ON
16.1,81.6,713.0,ON
24.2,70.9,631.0,ON
20.2,44.7,600.0,OFF
26.2,43.8,648.0,OFF
26.9,61.3,660.0,OFF
24.7,29.6,12430.0,OFF
21.5,45.6,761.0,OFF
31.8,46.4,505.0,ON
38.3,79.7,685.0,ON
18.3,57.0,1058.0,ON
17.9,53.7,1026.0,ON
28.6,26.0,12430.0,ON
28.9,69.8,672.0,ON
23.1,58.4,619.0,OFF
25.1,56.5,943.0,OFF
18.8,58.5,754.0,OFF
30.4,87.3,705.0,ON
27.0,,598.0,OFF
25.5,68.2,597.0,OFF
22.6,58.9,752.0,OFF
21.8,51.9,1267.0,ON
26.1,43.0,622.0,OFF
23.5,46.0,582.0,OFF
16.7,50.7,761.0,OFF
29.5,49.8,737.0,ON
30.4,52.7,631.0,ON
17.9,44.9,861.0,OFF
14.2,51.5,758.0,OFF
31.1,30.4,407.0,ON
26.1,46.7,341.0,OFF
27.8,37.5,860.0,OFF
20.5,58.0,436.0,OFF
26.8,78.9,510.0,ON
32.6,42.3,453.0,ON
34.1,71.4,543.0,ON
120.0,74.2,430.0,ON
24.9,68.3,553.0,OFF
14.6,83.2,753.0,ON
27.7,62.1,903.0,OFF
26.7,65.0,540.0,OFF
27.1,57.1,720.0,OFF
25.6,999.0,320.0,OFF
25.6,49.5,449.0,OFF
31.3,43.8,588.0,ON
22.8,45.9,520.0,OFF
,51.9,628.0,ON
24.7,44.2,780.0,OFF
30.4,29.3,578.0,ON
17.4,57.5,764.0,OFF
24.4,33.9,775.0,OFF
29.3,55.4,1055.0,ON
30.1,63.1,1123.0,ON
22.1,59.6,887.0,OFF
26.0,41.9,534.0,OFF
25.3,74.6,622.0,ON
20.6,46.2,429.0,OFF
22.0,33.3,482.0,OFF
28.5,50.9,636.0,ON
24.3,55.3,738.0,OFF
21.5,70.9,934.0,ON
26.3,43.5,659.0,OFF
24.9,79.0,389.0,ON
18.5,47.6,657.0,OFF
15.1,41.4,691.0,OFF
18.6,47.7,645.0,OFF
22.3,80.5,649.0,ON
21.5,68.9,1138.0,ON
16.6,77.3,500.0,ON
27.9,59.3,890.0,OFF
27.5,68.1,737.0,OFF
20.5,65.6,803.0,OFF
26.8,74.9,949.0,ON
25.8,59.0,899.0,OFF
21.9,40.6,547.0,OFF
30.4,85.1,533.0,ON
28.1,,1091.0,ON
28.0,64.7,584.0,OFF
17.4,56.9,1238.0,ON
29.3,59.8,799.0,ON
26.2,88.0,662.0,ON
30.6,29.7,649.0,ON
11.9,76.4,509.0,ON
29.1,44.9,693.0,ON
29.6,58.8,789.0,ON
19.0,39.4,589.0,OFF
15.9,55.6,320.0,OFF
28.9,45.7,373.0,ON
26.9,54.5,591.0,OFF
27.2,58.9,,OFF
25.0,72.0,1122.0,ON
17.1,55.2,606.0,OFF
18.5,37.8,826.0,OFF
22.2,37.4,593.0,OFF
20.2,150.0,695.0,OFF
28.9,55.3,754.0,ON
23.1,39.9,767.0,OFF
23.0,73.2,446.0,ON
18.7,,947.0,OFF
25.6,18.3,501.0,OFF
24.3,36.6,806.0,OFF
16.8,57.1,784.0,OFF
31.9,55.0,601.0,ON
23.1,95.0,875.0,ON
15.4,64.1,745.0,OFF
36.3,82.2,497.0,ON
17.9,83.2,613.0,ON
27.9,65.0,320.0,OFF
18.0,65.5,320.0,OFF
19.7,30.8,771.0,OFF
28.6,46.5,648.0,ON
36.5,50.7,661.0,ON
23.2,180.0,732.0,OFF
25.7,53.2,716.0,OFF
19.3,75.9,12430.0,ON
24.9,75.9,803.0,ON
37.2,65.8,320.0,ON
14.8,49.9,748.0,OFF
24.1,64.7,,OFF
27.7,60.4,760.0,OFF
28.7,44.6,,ON
31.9,44.4,838.0,ON
20.7,46.9,320.0,OFF
18.0,41.7,449.0,OFF
25.4,57.6,820.0,OFF
19.8,,437.0,OFF
18.4,49.4,402.0,OFF
27.0,59.3,459.0,OFF
24.0,67.9,1082.0,ON
10.9,50.9,674.0,OFF
18.5,,833.0,OFF
23.9,63.6,,OFF
32.5,34.3,614.0,ON
24.3,49.7,865.0,OFF
23.7,29.7,686.0,OFF
20.1,77.0,497.0,ON
25.5,56.6,598.0,OFF
21.3,60.7,977.0,OFF
16.1,59.3,474.0,OFF
25.6,71.8,585.0,ON
24.5,82.0,676.0,ON
36.2,53.3,533.0,ON
23.3,50.6,763.0,OFF
28.0,58.4,487.0,OFF
33.6,38.2,543.0,ON
18.8,70.6,824.0,ON
25.0,58.3,566.0,OFF
29.6,78.4,794.0,ON
28.4,89.1,1137.0,ON
22.2,57.9,804.0,OFF
27.3,61.0,489.0,OFF
17.7,68.1,352.0,OFF
29.5,53.4,785.0,ON
30.4,46.1,697.0,ON
24.0,66.0,888.0,OFF
24.4,77.1,430.0,ON
25.6,50.5,528.0,OFF
29.0,81.5,651.0,ON
20.5,43.4,441.0,OFF
26.3,67.4,562.0,OFF
21.8,46.9,787.0,OFF
25.4,33.8,989.0,OFF
21.5,44.3,743.0,OFF
29.2,56.8,815.0,ON
20.3,50.5,724.0,OFF
31.3,50.0,688.0,ON
20.9,79.7,762.0,ON
25.7,39.2,715.0,OFF
17.6,55.4,667.0,OFF
32.1,38.8,524.0,ON
32.6,64.2,694.0,ON
30.0,90.6,927.0,ON
18.9,68.6,818.0,OFF
34.3,33.9,320.0,ON
32.1,74.9,667.0,ON
-999.0,62.0,506.0,OFF
25.6,86.3,538.0,ON
16.8,,893.0,OFF
23.0,53.8,320.0,OFF
27.1,42.3,761.0,OFF
32.2,80.3,907.0,ON
15.3,28.0,932.0,OFF
-999.0,52.8,398.0,OFF
27.6,48.3,716.0,OFF
26.9,52.6,833.0,OFF
28.6,31.0,561.0,ON
27.6,71.4,1148.0,ON
23.6,41.5,666.0,OFF
26.6,92.4,887.0,ON
29.0,78.2,625.0,ON
18.7,68.1,673.0,OFF
14.1,38.9,685.0,OFF
28.4,37.4,620.0,ON
29.4,53.9,963.0,ON
22.0,78.6,777.0,ON
16.8,70.9,411.0,ON
22.5,25.1,665.0,OFF
33.5,38.5,1036.0,ON
21.6,71.6,471.0,ON
22.8,63.7,731.0,OFF
85.0,49.0,630.0,OFF
27.0,73.7,5000.0,ON
19.4,27.4,928.0,OFF
,47.4,606.0,OFF
27.7,53.2,320.0,OFF
20.5,59.3,424.0,OFF
24.9,49.0,956.0,OFF
19.9,70.3,540.0,ON
22.1,36.5,659.0,OFF
33.6,50.9,607.0,ON
24.2,59.2,575.0,OFF
22.3,54.9,557.0,OFF
37.6,51.9,567.0,ON
25.7,46.8,817.0,OFF
250.0,60.6,573.0,ON
32.2,52.4,775.0,ON
33.2,20.2,5000.0,ON
29.1,66.4,571.0,ON
29.4,83.3,892.0,ON
16.6,49.7,610.0,OFF
24.2,74.5,803.0,ON
18.2,50.7,320.0,OFF
21.0,58.3,491.0,OFF
27.8,52.6,648.0,OFF
25.6,36.8,866.0,OFF
28.7,58.6,559.0,ON
26.3,61.9,668.0,OFF
17.4,39.8,-500.0,OFF
17.5,30.0,438.0,OFF
21.8,55.0,598.0,OFF
23.4,60.9,1111.0,ON
23.9,-40.0,751.0,OFF
32.7,51.6,975.0,ON
21.6,61.2,726.0,OFF
31.4,81.4,325.0,ON
24.8,52.9,384.0,OFF
16.8,44.1,402.0,OFF
14.6,69.5,320.0,OFF
22.5,-12.0,320.0,OFF
17.4,42.4,,OFF
19.5,40.6,,ON
26.7,-12.0,837.0,OFF
26.8,54.1,498.0,OFF
8.0,56.1,1071.0,ON
27.8,58.3,1026.0,ON
21.3,48.6,421.0,OFF
21.8,69.9,867.0,OFF
31.6,47.7,807.0,ON
22.1,67.9,332.0,OFF
23.2,50.6,637.0,OFF
21.2,47.1,569.0,OFF
33.6,53.0,680.0,ON
26.6,55.6,557.0,OFF
26.1,42.5,520.0,OFF
25.9,43.6,789.0,OFF
22.5,60.8,768.0,OFF
28.6,45.6,570.0,ON
85.0,44.8,347.0,OFF
26.5,65.6,434.0,OFF
15.2,42.9,486.0,OFF
15.9,54.3,651.0,OFF
24.9,54.6,666.0,OFF
22.0,31.6,637.0,OFF
31.0,63.3,772.0,ON
21.5,44.6,762.0,OFF
27.0,70.8,583.0,ON
22.7,56.4,,OFF
21.8,68.1,710.0,OFF
23.8,65.9,1073.0,ON
32.2,55.9,639.0,ON
29.0,49.3,762.0,ON
14.2,45.0,806.0,OFF
26.0,52.4,749.0,OFF
27.9,57.5,320.0,OFF
28.4,33.5,703.0,ON
19.9,69.1,1093.0,ON
16.2,31.7,668.0,OFF
22.7,57.9,776.0,OFF
29.4,42.5,622.0,ON
34.1,46.2,484.0,ON
22.4,48.2,782.0,OFF
26.2,76.0,843.0,ON
23.2,45.6,779.0,OFF
24.9,31.4,846.0,OFF
16.5,64.8,774.0,OFF
28.9,36.1,382.0,ON
33.4,48.5,687.0,ON
18.7,63.2,883.0,OFF
19.2,41.4,624.0,OFF
250.0,18.8,842.0,OFF
24.6,59.4,864.0,OFF
29.9,84.6,902.0,ON
26.7,52.6,579.0,OFF
20.2,24.9,770.0,OFF
31.3,48.6,857.0,ON
19.2,44.8,761.0,OFF
21.3,42.4,792.0,OFF
23.0,72.6,362.0,ON
26.4,77.4,329.0,ON
35.3,94.6,622.0,ON
26.1,66.3,556.0,OFF
23.3,73.3,407.0,ON
22.8,42.0,722.0,OFF
21.8,76.9,1004.0,ON
21.6,74.3,756.0,ON
26.8,71.2,320.0,ON
20.4,63.1,320.0,OFF
,56.9,839.0,OFF
21.8,59.0,907.0,OFF
26.9,24.3,798.0,OFF
20.5,54.4,372.0,OFF
25.6,58.1,769.0,OFF
29.0,35.4,761.0,ON
16.9,47.3,636.0,OFF
25.1,45.8,609.0,OFF
26.1,64.8,424.0,OFF
24.4,55.5,1006.0,ON
28.6,40.0,840.0,ON
24.2,67.8,764.0,OFF
20.3,54.9,955.0,OFF
26.9,51.1,654.0,OFF
21.4,44.6,320.0,OFF
32.8,33.1,1242.0,ON
20.5,62.1,807.0,OFF
22.0,29.9,820.0,OFF
20.7,,652.0,OFF
27.9,68.7,561.0,OFF
28.7,51.8,932.0,ON
,44.2,427.0,OFF
31.7,61.2,1038.0,ON
17.6,65.2,552.0,OFF
17.4,69.5,993.0,OFF
25.9,,736.0,OFF
22.4,54.8,974.0,OFF
22.3,47.7,472.0,OFF
19.9,35.5,578.0,OFF
33.5,,786.0,ON
28.5,29.7,613.0,ON
,78.2,320.0,ON
18.6,47.4,420.0,OFF
29.4,38.2,1101.0,ON
10.1,77.5,894.0,ON
25.9,46.6,512.0,OFF
14.9,46.8,437.0,OFF
,59.9,686.0,OFF
,77.0,505.0,ON
28.4,64.6,611.0,ON
,47.4,787.0,OFF
25.0,29.4,745.0,OFF
23.5,48.3,455.0,OFF
29.4,55.9,467.0,ON
28.4,60.8,354.0,ON
21.6,36.7,393.0,OFF
20.5,57.4,602.0,OFF
29.4,-40.0,320.0,ON
34.0,76.4,829.0,ON
27.4,58.1,764.0,OFF
19.3,48.3,,OFF
20.1,57.9,475.0,OFF
21.1,30.8,,ON
25.2,87.1,5000.0,ON
17.5,65.8,1023.0,ON
24.6,48.3,529.0,OFF
22.1,63.0,572.0,OFF
27.9,47.3,647.0,OFF
17.6,92.6,348.0,ON
25.7,42.7,892.0,OFF
25.2,63.4,473.0,OFF
22.3,64.7,657.0,OFF
33.6,63.6,605.0,ON
18.3,71.6,562.0,ON
21.4,63.7,699.0,OFF
17.7,58.2,504.0,OFF
18.9,32.7,1132.0,ON
18.5,28.9,320.0,OFF
24.9,65.3,781.0,OFF
24.3,73.8,838.0,ON
26.5,54.4,849.0,OFF
27.9,44.7,591.0,OFF
14.0,53.3,714.0,OFF
15.0,60.4,590.0,OFF
19.7,51.1,598.0,OFF
11.0,45.8,657.0,OFF
22.0,47.3,813.0,OFF
18.1,54.3,488.0,OFF
19.9,56.7,398.0,OFF
29.3,57.0,345.0,ON
20.6,43.3,609.0,OFF
23.1,59.4,1063.0,ON
,64.3,725.0,OFF
27.8,32.9,637.0,OFF
18.5,33.9,666.0,OFF
18.5,54.3,597.0,OFF
38.0,53.6,,ON
22.5,46.0,752.0,OFF
26.5,56.1,681.0,OFF
19.3,48.9,871.0,OFF
28.8,51.5,452.0,ON
22.7,86.4,766.0,ON
21.2,74.4,439.0,ON
23.1,52.7,376.0,OFF
25.7,62.9,868.0,OFF
34.7,51.1,609.0,ON
24.3,15.0,783.0,OFF
27.5,45.2,926.0,OFF
28.2,74.4,320.0,ON
23.6,81.5,388.0,ON
14.3,,539.0,OFF
19.3,50.6,515.0,OFF
22.9,61.9,320.0,OFF
24.1,48.4,779.0,OFF
20.1,60.8,437.0,OFF
120.0,53.3,693.0,ON
21.2,44.1,645.0,OFF
29.9,24.8,740.0,ON
32.2,43.2,431.0,ON
20.9,60.9,572.0,OFF
-999.0,55.5,1033.0,ON
27.0,41.7,959.0,OFF
15.8,36.4,320.0,OFF
24.1,46.9,747.0,OFF
24.5,70.3,801.0,ON
26.1,46.6,604.0,OFF
18.4,50.0,517.0,OFF
23.5,32.5,921.0,OFF
22.1,65.2,617.0,OFF
28.8,35.7,581.0,ON
33.5,53.0,767.0,ON
28.4,74.4,441.0,ON
24.5,36.1,437.0,OFF
14.3,34.1,543.0,OFF
23.7,38.0,780.0,OFF
17.3,56.6,1252.0,ON
26.8,55.5,12430.0,OFF
24.1,62.8,652.0,OFF
20.3,,749.0,OFF
24.2,53.6,746.0,OFF
27.7,44.4,824.0,OFF
22.3,74.2,758.0,ON
20.9,44.2,841.0,OFF
16.9,58.4,854.0,OFF
31.9,58.3,781.0,ON
30.3,72.2,460.0,ON
20.9,36.3,689.0,OFF
18.1,95.0,320.0,ON
26.3,49.8,584.0,OFF
25.5,62.7,426.0,OFF
22.2,44.1,329.0,OFF
22.2,66.6,476.0,OFF
28.3,56.1,934.0,ON
32.1,58.4,12430.0,ON
22.1,48.8,773.0,OFF
21.6,58.6,661.0,OFF
24.9,45.2,656.0,OFF
16.5,55.8,562.0,OFF
30.3,82.7,723.0,ON
22.8,61.9,320.0,OFF
23.8,77.0,892.0,ON
20.6,61.7,320.0,OFF
19.3,55.1,657.0,OFF
18.3,68.8,459.0,OFF
19.9,40.2,457.0,OFF
22.8,52.0,579.0,OFF
24.9,49.9,370.0,OFF
30.0,37.2,380.0,ON
31.5,58.4,320.0,ON
25.6,50.3,833.0,OFF
27.4,64.3,338.0,OFF
23.0,34.8,642.0,OFF
22.0,66.9,563.0,OFF
18.7,62.9,429.0,OFF
,69.4,611.0,OFF
31.1,52.8,764.0,ON
23.4,49.7,341.0,OFF
25.9,82.5,696.0,ON
15.7,41.2,320.0,OFF
22.1,39.7,584.0,OFF
22.2,70.0,535.0,OFF
23.2,45.9,399.0,OFF
26.7,60.5,418.0,OFF
35.6,51.4,410.0,ON
21.7,72.3,896.0,ON
29.6,78.1,407.0,ON
29.2,68.7,1032.0,ON
29.2,32.7,609.0,ON
23.7,88.3,1072.0,ON
24.9,73.9,320.0,ON
19.5,72.8,340.0,ON
19.0,49.2,320.0,OFF
17.3,35.5,320.0,OFF
22.2,58.9,726.0,OFF
20.9,52.1,542.0,OFF
19.2,60.8,975.0,OFF
29.8,56.8,669.0,ON
12.1,60.3,670.0,OFF
20.2,18.1,740.0,OFF
19.9,46.7,695.0,OFF
17.2,66.2,322.0,OFF
21.6,79.7,1169.0,ON
25.2,76.3,320.0,ON
24.4,42.0,792.0,OFF
31.6,53.9,532.0,ON
24.2,38.6,617.0,OFF
20.5,67.7,811.0,OFF
14.0,86.7,640.0,ON
24.8,42.0,1250.0,ON
23.5,66.9,743.0,OFF
31.0,72.6,552.0,ON
28.0,55.5,978.0,OFF
13.2,63.3,1085.0,ON
28.8,64.0,883.0,ON
17.7,57.8,515.0,OFF
25.6,56.4,945.0,OFF
-999.0,63.7,628.0,OFF
21.4,180.0,497.0,OFF
29.4,60.8,409.0,ON
29.1,24.4,719.0,ON
33.9,,320.0,ON
19.5,47.4,914.0,OFF
29.8,36.8,637.0,ON
18.3,52.1,609.0,OFF
31.0,54.7,534.0,ON
28.3,70.4,320.0,ON
19.9,32.4,853.0,OFF
18.4,46.1,510.0,OFF
32.0,55.3,1043.0,ON
25.2,64.3,513.0,OFF
19.6,50.3,423.0,OFF
21.2,76.7,876.0,ON
24.1,53.7,369.0,OFF
20.4,69.8,676.0,OFF
21.7,75.7,-500.0,ON
30.5,49.1,577.0,ON
250.0,29.9,337.0,OFF
18.5,50.1,993.0,OFF
18.6,64.4,765.0,OFF
16.0,52.6,582.0,OFF
27.9,54.9,866.0,OFF
29.2,77.2,594.0,ON
25.6,39.9,805.0,OFF
25.0,72.5,595.0,ON
20.9,39.1,426.0,OFF
19.9,61.1,-500.0,OFF
15.5,54.1,627.0,OFF
17.4,48.7,757.0,OFF
22.2,18.1,533.0,OFF
24.5,68.7,,OFF
20.9,67.4,501.0,OFF
23.2,52.4,640.0,OFF
18.8,37.1,412.0,OFF
16.5,46.4,432.0,OFF
16.9,,320.0,OFF
27.2,59.1,567.0,OFF
33.9,66.9,769.0,ON
15.8,58.7,5000.0,OFF
31.4,63.5,811.0,ON
31.1,35.6,574.0,ON
26.6,58.6,320.0,OFF
22.5,57.0,506.0,OFF
19.5,65.4,669.0,OFF
22.5,21.4,5000.0,OFF
21.7,39.7,891.0,OFF
19.5,62.9,354.0,OFF
20.4,,705.0,OFF
25.6,63.6,635.0,OFF
24.2,56.5,802.0,OFF
25.7,47.2,632.0,OFF
26.0,54.4,767.0,OFF
24.0,64.1,887.0,OFF
26.7,46.4,716.0,OFF
22.6,72.4,599.0,ON
20.1,61.3,896.0,OFF
22.3,59.3,813.0,OFF
28.4,52.9,767.0,ON
23.3,78.9,916.0,ON
26.8,45.6,755.0,OFF
28.9,27.4,645.0,ON
18.9,39.8,699.0,OFF
31.7,49.8,630.0,ON
30.1,81.1,320.0,ON
30.3,46.1,861.0,ON
21.6,22.7,680.0,OFF
20.2,71.0,320.0,ON
22.2,-12.0,744.0,OFF
23.6,30.9,375.0,OFF
23.1,51.6,320.0,OFF
23.3,61.1,387.0,OFF
16.6,27.3,925.0,OFF
23.4,71.1,595.0,ON
24.1,54.3,635.0,OFF
24.1,71.0,628.0,ON
25.4,56.2,734.0,OFF
,45.1,631.0,ON
24.8,21.8,699.0,OFF
21.9,36.7,783.0,OFF
12.4,77.3,497.0,ON
30.6,34.8,345.0,ON
23.2,53.9,350.0,OFF
25.9,61.2,970.0,OFF
29.9,52.3,713.0,ON
22.4,37.4,771.0,OFF
15.6,26.3,661.0,OFF
32.3,57.8,703.0,ON
22.3,43.1,785.0,OFF
26.8,,716.0,OFF
19.6,74.6,530.0,ON
85.0,40.8,335.0,OFF
18.0,85.3,674.0,ON
32.6,58.5,1084.0,ON
30.2,52.3,808.0,ON
21.4,83.7,675.0,ON
24.0,65.5,,OFF
27.7,30.8,686.0,OFF
27.2,66.4,400.0,OFF
19.1,77.2,827.0,ON
20.7,77.1,762.0,ON
17.1,52.9,807.0,OFF
33.9,60.4,320.0,ON
27.3,48.8,985.0,OFF
26.3,52.2,320.0,OFF
25.6,73.8,471.0,ON
,83.9,410.0,ON
30.4,58.3,859.0,ON
26.5,53.9,626.0,OFF
18.8,78.3,845.0,ON
15.7,34.5,5000.0,OFF
28.8,48.7,627.0,ON
24.7,,320.0,OFF
17.6,58.2,641.0,OFF
29.6,35.7,488.0,ON
28.5,50.5,466.0,ON
16.2,32.2,320.0,OFF
22.1,50.5,472.0,OFF
21.0,62.9,469.0,OFF
28.6,62.9,868.0,ON
24.7,61.3,,OFF
30.0,73.9,320.0,ON
,47.3,652.0,OFF
16.7,54.2,747.0,OFF
36.0,67.8,400.0,ON
20.4,51.9,866.0,OFF
23.7,56.0,749.0,OFF
17.8,95.0,320.0,ON
27.3,73.0,1027.0,ON
27.3,73.7,473.0,ON
35.8,58.0,656.0,ON
19.9,34.5,884.0,OFF
,57.5,850.0,OFF
18.8,64.9,320.0,OFF
31.9,63.9,999.0,ON
18.4,57.0,919.0,OFF
23.1,57.4,725.0,OFF
26.6,15.7,839.0,OFF
28.0,66.1,1293.0,ON
25.9,30.9,519.0,OFF
27.3,32.9,833.0,OFF
25.4,67.9,1194.0,ON
24.8,59.2,551.0,OFF
22.3,50.0,686.0,OFF
29.1,36.7,450.0,ON
23.2,44.4,540.0,OFF
19.7,42.8,838.0,OFF
17.6,51.8,792.0,OFF
23.5,66.0,606.0,OFF
20.8,53.6,555.0,OFF
20.6,48.5,617.0,OFF
26.8,49.4,453.0,OFF
250.0,53.4,430.0,ON
20.5,66.4,807.0,OFF
22.8,49.4,703.0,OFF
24.5,57.7,787.0,OFF
28.2,49.9,553.0,ON
18.3,62.5,776.0,OFF
27.3,60.3,757.0,OFF
20.6,77.2,320.0,ON
29.7,62.6,424.0,ON
21.3,66.8,452.0,OFF
11.2,52.8,320.0,OFF
25.1,53.0,718.0,OFF
23.8,22.6,587.0,OFF
23.3,75.8,795.0,ON
,30.7,759.0,ON
22.9,58.4,793.0,OFF
22.1,32.9,1097.0,ON
31.3,,523.0,ON
23.8,54.7,560.0,OFF
16.2,69.6,921.0,OFF
15.9,58.1,895.0,OFF
26.4,37.6,831.0,OFF
19.7,63.5,453.0,OFF
15.6,69.3,360.0,OFF
25.1,42.6,716.0,OFF
25.9,49.8,618.0,OFF
24.9,23.4,408.0,OFF
23.4,39.3,607.0,OFF
28.1,48.0,640.0,ON
14.9,46.6,574.0,OFF
19.2,54.6,850.0,OFF
18.5,55.9,1069.0,ON
22.2,81.9,781.0,ON
22.0,41.3,787.0,OFF
28.1,72.4,320.0,ON
25.0,40.5,706.0,OFF
24.3,41.1,851.0,OFF
21.7,75.6,704.0,ON
23.4,,580.0,OFF
26.3,48.8,841.0,OFF
20.8,180.0,776.0,OFF
28.8,31.0,797.0,ON
26.7,53.3,788.0,OFF
33.7,19.5,656.0,ON
24.0,95.0,320.0,ON
250.0,68.5,547.0,ON
17.7,53.0,576.0,OFF
120.0,26.1,1129.0,ON
21.6,64.3,615.0,OFF
26.8,57.1,576.0,OFF
22.1,54.4,787.0,OFF
24.7,52.8,772.0,OFF
19.2,66.2,587.0,OFF
23.4,-40.0,875.0,ON
19.4,55.3,916.0,OFF
21.5,80.4,800.0,ON
38.0,71.3,320.0,ON
21.2,54.7,942.0,OFF
19.8,67.3,320.0,OFF
26.2,52.8,1102.0,ON
24.9,55.0,343.0,OFF
23.6,53.2,584.0,OFF
22.8,50.1,686.0,OFF
23.5,73.5,569.0,ON
19.9,65.7,565.0,OFF
23.1,63.0,507.0,OFF
29.8,28.3,581.0,ON
31.4,56.7,511.0,ON
18.2,25.5,355.0,OFF
24.8,26.7,736.0,OFF
29.5,38.0,672.0,ON
28.6,85.5,720.0,ON
25.5,51.9,604.0,OFF
25.2,31.5,417.0,OFF
14.7,51.7,649.0,OFF
30.9,71.4,638.0,ON
21.3,80.8,634.0,ON
22.4,61.3,985.0,OFF
30.0,60.1,571.0,ON
23.9,51.5,592.0,OFF
24.2,66.5,320.0,OFF
25.8,56.2,661.0,OFF
24.8,,901.0,OFF
24.0,86.8,725.0,ON
18.9,65.1,1046.0,ON
28.7,83.2,778.0,ON
29.7,73.2,859.0,ON
22.3,180.0,708.0,OFF
22.8,63.7,651.0,OFF
22.4,40.7,789.0,OFF
32.7,90.2,320.0,ON
18.6,19.6,467.0,OFF
18.7,87.3,694.0,ON
27.9,71.7,860.0,ON
20.8,54.0,980.0,OFF
30.1,53.4,849.0,ON
25.2,42.7,1019.0,ON
32.3,73.8,733.0,ON
27.1,60.9,874.0,OFF
29.8,32.1,689.0,ON
20.6,59.5,853.0,OFF
22.6,67.3,527.0,OFF
22.6,66.1,837.0,OFF
13.0,55.0,406.0,OFF
19.7,70.0,950.0,OFF
36.6,84.1,513.0,ON
20.9,53.6,1292.0,ON
15.9,44.0,639.0,OFF
30.1,58.5,832.0,ON
18.1,,1133.0,ON
17.5,74.1,563.0,ON
32.0,49.4,544.0,ON
25.6,51.9,738.0,OFF
29.0,180.0,692.0,ON
29.8,63.1,943.0,ON
19.6,60.8,669.0,OFF
26.9,52.2,617.0,OFF
21.1,36.7,672.0,OFF
21.1,67.5,421.0,OFF
29.7,60.3,543.0,ON
12.7,52.5,796.0,OFF
20.6,35.2,780.0,OFF
19.8,76.3,-50.0,ON
27.6,46.4,915.0,OFF
,85.2,865.0,ON
24.3,62.8,1045.0,ON
23.6,62.8,840.0,OFF
23.8,57.4,843.0,OFF
21.8,29.3,650.0,OFF
24.0,79.3,775.0,ON
27.3,56.0,320.0,OFF
19.4,53.5,754.0,OFF
29.8,62.1,787.0,ON
24.9,,726.0,OFF
38.6,58.7,561.0,ON
23.7,999.0,644.0,OFF
24.2,67.7,517.0,OFF
23.0,43.6,882.0,OFF
24.1,71.0,467.0,ON
21.0,52.7,1040.0,ON
17.7,30.9,774.0,OFF
28.3,43.1,500.0,ON
17.4,57.4,525.0,OFF
29.7,68.6,661.0,ON
29.5,36.7,783.0,ON
21.7,56.7,1144.0,ON
16.8,55.9,745.0,OFF
10.5,66.9,1045.0,ON
,49.4,474.0,ON
13.5,15.0,858.0,OFF
22.0,62.2,422.0,OFF
30.1,64.7,825.0,ON
23.5,29.4,790.0,OFF
23.7,55.5,1092.0,ON
26.5,43.3,320.0,OFF
27.5,68.4,420.0,OFF
29.5,70.6,688.0,ON
15.7,66.2,656.0,OFF
24.0,55.1,552.0,OFF
25.7,42.8,320.0,OFF
27.5,32.5,454.0,OFF
28.3,31.6,788.0,ON
25.9,75.6,646.0,ON
25.6,56.4,1024.0,ON
28.4,54.9,881.0,ON
30.1,62.5,806.0,ON
22.0,56.5,469.0,OFF
23.0,89.0,362.0,ON
18.5,45.7,827.0,OFF
28.1,65.1,670.0,ON
