temperature,humidity,fan_status
18,45.8,OFF
21.1,26.5,OFF
24.8,48,OFF
27.2,15,OFF
15.6,20.3,OFF
24.1,67.8,OFF
23.9,49.6,ON
29.2,36.8,ON
20.6,62.6,OFF
37.1,69.7,ON
26.4,42.1,OFF
24.1,53.9,OFF
27.9,59.9,OFF
21.2,62.5,OFF
22,33.4,OFF
17.4,40.1,OFF
21.6,33.8,OFF
24.1,62.3,OFF
18.3,180,OFF
29,38,ON
22,65.6,OFF
19.7,43.2,OFF
,47,OFF
23.8,36.2,OFF
23,42.3,OFF
19.1,58.6,OFF
-55,59.2,ON
23.2,74.1,ON
25.8,60,OFF
31.4,35.8,ON
19.2,34.2,OFF
22.5,66.7,OFF
31.9,28.2,ON
31.3,54.1,ON
25.8,78.5,ON
25.8,45,OFF
24.2,56.8,OFF
27.4,68,OFF
30.6,53.5,ON
19.2,59.4,OFF
27.7,70.1,ON
24.7,60.7,OFF
26.8,52.4,OFF
25.4,35.3,ON
25.9,69.4,OFF
26.1,54.7,OFF
25.6,61,OFF
30.3,49.7,ON
22.2,51.8,OFF
35.2,55.7,ON
22.2,87.9,ON
17.9,50.1,OFF
27.7,50,OFF
21.6,46.1,OFF
16.8,42.9,OFF
25.5,44.5,OFF
25.1,35.2,OFF
20.1,41.2,OFF
33.2,27.4,ON
26.8,61.9,OFF
23.5,58.7,OFF
15.9,60.2,OFF
19.8,66,OFF
22.3,46.6,OFF
250,55,OFF
20.4,72.4,ON
22.5,60.5,OFF
28.6,75.3,ON
26.4,43.9,OFF
20.9,43.6,OFF
34.4,31.5,ON
32.2,46.3,ON
16.1,35.8,ON
25.3,56.5,OFF
24.4,50.5,OFF
17.5,51.9,OFF
30.6,64.5,ON
22.4,60.6,OFF
20.4,39.8,OFF
27.3,29.6,OFF
28.9,60.9,ON
19.4,50.7,OFF
21,76.4,ON
22.7,81.9,ON
25.2,66.8,OFF
22.7,62.1,OFF
21.8,62.4,OFF
30,63.2,ON
26.8,49.9,OFF
30.2,70.4,ON
21.8,73.2,ON
23.1,59.5,OFF
,44.3,OFF
32.8,67.2,ON
27,61.9,OFF
25.4,88.4,ON
25.5,66.2,OFF
26.7,43.1,OFF
27.5,69.4,OFF
21.8,68,OFF
32.4,54,ON
22.1,85,ON
22,60.7,OFF
23.3,74.9,ON
27.2,71.9,ON
26.4,82,ON
26.3,30.9,OFF
11.9,40,OFF
16.5,50.8,OFF
23.5,52.7,OFF
32.8,49.8,ON
35.5,59.8,ON
25.6,58.6,OFF
28.5,46.5,ON
,45.6,ON
-55,60.5,OFF
28.3,34.4,ON
22.6,42.2,OFF
22.7,42.4,OFF
23.5,33.2,OFF
22.8,39.4,OFF
25.2,39.1,OFF
25.9,53.4,OFF
28.5,71.1,ON
28,73.5,ON
28,87.3,ON
24.6,85.5,ON
33.2,55.4,ON
22.9,23.7,OFF
20.2,55.8,OFF
26.8,63.2,OFF
24.5,49.9,OFF
23.1,25.2,OFF
32.9,88.3,ON
19.6,54.3,OFF
27.7,83,ON
27.9,39.7,OFF
21.1,56,OFF
10.7,41.2,OFF
20.6,33.8,ON
22.9,46.3,OFF
35.8,44.1,ON
23.9,50.1,OFF
21.9,23.1,ON
25.9,72.9,ON
34.2,61.2,ON
12.7,77.8,ON
24.7,56.4,OFF
27.6,44.1,OFF
25.1,52.3,OFF
25.5,43.3,OFF
22.5,57,OFF
21.3,55.2,OFF
18.4,62.9,OFF
27.2,37.8,OFF
18.6,60.2,OFF
24.7,41.4,OFF
36.1,71.5,ON
25.5,74.9,ON
30.3,50.7,ON
37.5,40.1,ON
26.8,48.6,OFF
14.8,70.2,ON
16.6,66.5,OFF
,67.7,OFF
23.9,49.9,ON
26.6,59.5,OFF
21.7,36,OFF
23.2,57.5,OFF
21.5,,ON
23.6,51.4,OFF
28.3,57.3,ON
21.9,55.8,OFF
27.4,43.7,OFF
36.2,71.9,ON
25,57.8,OFF
25.1,47.9,OFF
14.5,37.9,OFF
14.3,38.6,OFF
23.4,77.8,ON
16.9,84.3,ON
17.2,24.3,OFF
23,82.2,ON
16.6,37.2,OFF
26.9,62.3,OFF
20.7,62.8,OFF
16.7,75.7,ON
20.2,28,OFF
26.7,78.1,ON
26,35,OFF
30.5,64.5,ON
24.9,51.1,OFF
24.2,77.7,ON
30.8,150,ON
25.8,56.7,OFF
20,62.8,ON
16.9,51.5,OFF
26.3,59.6,OFF
21.1,43.3,OFF
23.9,,OFF
23.4,61.5,OFF
28.6,39.3,ON
22.3,43,OFF
21.6,61,OFF
36.2,57.5,ON
22.5,42.3,OFF
28.1,50.9,ON
20.5,51.2,OFF
29.1,48,ON
23.3,20.3,OFF
28.2,67.4,ON
17.4,27.3,OFF
24.3,42.1,OFF
-999,64.5,OFF
30.4,42.3,ON
18.9,54.4,OFF
26.9,52.9,OFF
26.1,51.8,OFF
30,61.1,ON
24.6,53.9,OFF
26.8,46.5,OFF
34.2,36.3,ON
,44.7,OFF
19.4,23,OFF
28.9,36.3,ON
120,44.6,OFF
15,57.7,OFF
27.8,90.1,ON
22.5,66.7,OFF
20.6,55.9,OFF
25,42.9,OFF
26.9,50.1,OFF
17.9,45.9,OFF
24.5,78.2,ON
25.5,76.2,ON
25.1,16.2,OFF
20.8,22.1,OFF
-999,49.7,ON
18.4,63.2,OFF
22.4,75.6,ON
27.1,46.9,OFF
24,38.6,OFF
16.1,48.6,OFF
19.5,51.5,OFF
26.4,77.3,ON
120,59.2,OFF
23.3,70.3,ON
19.2,45.1,OFF
23.7,69.7,OFF
22.9,43.6,OFF
25.1,68.7,OFF
27.2,62.7,OFF
27.8,73,ON
31.2,60.3,ON
23.2,76.5,ON
25,59.3,OFF
25,42.6,OFF
32.1,,ON
17.7,46.3,OFF
24.5,68.5,OFF
14.8,44.9,OFF
23.1,57.8,OFF
19.5,66.1,OFF
23.2,51.7,OFF
19.3,59.4,OFF
28.3,26.9,ON
25.9,55.6,OFF
18.2,63.7,OFF
32.1,39,ON
26.7,67.8,OFF
24.5,78.7,ON
31.1,78.5,ON
,75.8,ON
22.4,59.6,OFF
14.3,80.2,ON
24.7,52.7,OFF
24.5,56.6,OFF
28.1,53.3,ON
24.1,78.7,ON
27.2,44.2,OFF
33,57.9,ON
25.1,53.5,OFF
24.4,67.2,OFF
17.1,61.1,OFF
22.1,43.7,OFF
16.4,999,OFF
25.8,77,ON
19,43.1,OFF
30.5,53.7,ON
24.8,48.1,OFF
32.6,35.6,ON
18.7,59.3,OFF
17.6,66.2,OFF
22.7,51.8,OFF
20.7,55.9,OFF
17.7,76,ON
26.6,16.3,OFF
26,44,OFF
23.2,63.6,OFF
24.2,29.1,OFF
28.3,74.9,ON
21.9,47.3,OFF
26.3,66.5,OFF
24.5,57.8,OFF
22.9,78.7,ON
22,57.1,OFF
27.2,68.1,OFF
,47.5,OFF
25.8,68.5,ON
27.3,42,OFF
27.2,61.3,OFF
27.8,73.7,ON
23.2,47.7,OFF
23.1,76.4,ON
20.6,36,OFF
28.9,61.3,ON
8.4,62.1,OFF
28.5,49.7,ON
23.1,53.4,OFF
29.2,70,ON
24.7,49.5,OFF
22.8,32,OFF
20,90.5,ON
20.3,53.3,OFF
26.1,44.3,OFF
24.4,39.8,OFF
29,61.2,ON
19.6,70,OFF
30.2,33.5,ON
33.9,62.5,ON
25.1,50.1,OFF
23.2,61.9,OFF
29.5,78,ON
29.6,66.3,ON
27.7,76.2,ON
27.9,15,OFF
14.8,55.1,OFF
29.2,,ON
24.5,64,OFF
28.5,77.2,ON
21,48.1,OFF
27.4,66.7,OFF
25.7,43.7,OFF
,73.7,ON
22.7,54.1,OFF
36.3,34.8,ON
22.8,63.6,OFF
25,30.3,OFF
25.2,54.9,OFF
28.7,33.1,ON
29,30,ON
26.2,56.1,OFF
24.5,40.9,OFF
26.9,67.5,OFF
85,48.6,OFF
16.8,54.1,OFF
29.1,66.5,ON
22.4,72.8,ON
24.5,47.1,OFF
18.3,45.4,OFF
19.4,26.9,OFF
29.1,53.4,ON
18.1,43.7,OFF
17.6,70.9,ON
19.2,22,OFF
18.6,37.2,OFF
25.9,54.2,OFF
21,53.4,OFF
27.3,63.1,OFF
24.8,-12,OFF
35.2,84.7,ON
16.5,59.3,OFF
13.1,49.1,OFF
25.6,22.1,OFF
22.4,41.6,OFF
20.6,50,OFF
28.5,53.1,ON
18,76.6,ON
30.6,55.6,ON
23.1,78.6,ON
16.9,78.2,ON
22.1,67.9,OFF
13.9,53.1,OFF
23.4,15,OFF
15.3,38.8,OFF
9.2,53.1,OFF
30,52,ON
24.2,61.2,OFF
22.6,42.5,OFF
25.7,30.9,OFF
24.1,55.6,OFF
34,64.5,ON
17.4,69.2,OFF
22,30.5,OFF
18.9,67.5,OFF
20.8,72.2,ON
25.5,50.5,OFF
17.4,60.3,OFF
18.3,25.3,ON
26.5,-40,OFF
,61,OFF
,74.9,ON
29,51.6,ON
28.5,77.9,ON
25,71,ON
31,61.9,ON
25.2,57,OFF
30.8,40.5,ON
20.6,58.7,OFF
33.1,58.3,ON
,78.9,ON
21,44.9,OFF
17.7,45,OFF
26.9,33.8,ON
20.8,63.6,OFF
19.1,83,ON
20.4,62.6,OFF
22.1,34,OFF
25,39,OFF
28.3,42.1,ON
28.7,,ON
22.8,59.1,OFF
22.2,46.4,OFF
26,37.8,OFF
24.5,77.3,ON
25.5,43.1,OFF
26.3,48.5,OFF
23.1,71.3,ON
22.5,50.4,OFF
20.1,33.3,OFF
21.2,40.4,OFF
25.1,29.6,ON
18.1,74.2,ON
29.3,35.2,ON
19.9,49.6,OFF
22.9,50.6,OFF
,64.8,ON
30.1,68,ON
27.3,42.5,ON
28,33,OFF
20.9,56.3,OFF
19.1,26.5,OFF
18.6,61,OFF
24.2,57.9,OFF
17.4,58.5,OFF
26.6,36.9,OFF
14.4,76.9,ON
20.5,61.5,OFF
27,52,OFF
30.8,43.8,ON
30.5,57.8,ON
19.5,50.7,OFF
26,59.2,ON
26.9,56.3,OFF
20.7,54.2,OFF
22.4,56.2,OFF
20.3,61,OFF
24.1,40.7,OFF
19.8,55.4,OFF
30,53.8,ON
22.6,,OFF
27.5,53.9,OFF
25.6,60.2,OFF
23,90.4,ON
250,53.9,OFF
28.4,55.7,ON
27,76,ON
12.3,29,OFF
21.9,49.8,OFF
19.8,50.8,OFF
19.4,59.6,OFF
24.9,47.7,OFF
23.9,69.2,OFF
26.9,31.4,ON
19.5,48.4,OFF
25,67,OFF
23.9,50.7,OFF
25.7,54.9,OFF
24.4,39.4,OFF
29.7,77.9,ON
20.2,46.1,OFF
17.5,59.5,OFF
28.1,74.6,ON
28.8,31,ON
30.7,46.6,ON
16.1,42.3,OFF
26.3,64.6,OFF
19.5,84.4,ON
18.3,79.9,ON
27.7,,OFF
24.8,28.7,OFF
21.2,71.1,ON
25.1,53,OFF
29,49.2,ON
22.5,26.9,OFF
21.8,45,OFF
25.2,55.7,OFF
30.2,73.6,ON
25.7,71.1,ON
26.2,55.1,OFF
22,56.8,OFF
20.3,50.3,OFF
23.7,42.8,OFF
23.6,60.4,OFF
29.5,53.5,ON
22.8,59.9,OFF
30.1,39.7,ON
20.5,55.4,OFF
22.3,59.8,OFF
28.2,53.2,ON
22.2,48.2,OFF
24.1,60,OFF
21.8,43.7,OFF
24,49.1,OFF
18.1,48.1,OFF
20.3,71.7,ON
17.1,63.2,OFF
30.8,54.5,ON
22.7,58.1,OFF
,68,OFF
33.4,60.7,ON
27.5,73.8,ON
31,48.6,ON
20.3,41.2,OFF
22.2,40.3,OFF
27.8,,OFF
30.5,66.8,ON
17.4,80.6,ON
23.8,24.6,ON
22.9,63.3,OFF
29.2,75.9,ON
31,63.7,ON
17.7,53.4,OFF
30.3,47.3,ON
27.5,41.7,OFF
16.2,41.8,OFF
19.1,57,OFF
16.5,58.1,OFF
18.3,29.8,OFF
14.3,95,ON
26.3,50.9,OFF
27.4,43.3,OFF
38.1,55.1,ON
21.9,51.3,OFF
29.5,78.6,ON
23.4,66.8,OFF
15.4,48.8,OFF
30.1,38.3,ON
25.2,56.3,OFF
22.5,66.6,OFF
29,60.1,ON
19.7,69.4,OFF
22.5,49,OFF
22.9,63.8,OFF
23.4,59.9,OFF
21.9,59.6,OFF
40,17.3,ON
15.9,78.8,ON
19.9,78.7,ON
17.2,50.5,OFF
22.6,65,OFF
28.6,56.4,ON
33,75,ON
21.3,999,OFF
14.6,56.5,OFF
19.9,67.9,OFF
17.1,45.2,ON
-999,29.8,OFF
20.3,52.1,OFF
27.5,60.6,OFF
21,28.1,OFF
,18.3,OFF
24.3,63.1,OFF
25.6,39.2,OFF
19.7,56.7,OFF
29.9,51.8,ON
27.2,52,OFF
35.7,48.5,ON
23.3,54.6,OFF
30.2,62.9,ON
23.9,44.9,OFF
26.5,53.9,OFF
29.8,25.6,ON
29.5,25.9,ON
25.1,43,OFF
25.4,33.2,OFF
30.1,26.1,ON
20.8,64.4,OFF
22.7,71.5,ON
21.5,60.3,OFF
21.2,63.9,OFF
31.4,48.6,ON
18.3,52.3,ON
28.9,75,ON
21.8,66.6,OFF
29.1,50.8,ON
26.7,51.6,OFF
19.2,83.2,ON
20.4,61.6,OFF
31.1,42.4,ON
19.5,57.7,OFF
26.5,73.7,ON
28.8,62.6,ON
20.8,49.5,OFF
26.5,,OFF
24.7,70.2,ON
27.1,50.9,ON
30,40,ON
27.2,58.1,OFF
20,52.8,OFF
26.2,,OFF
21.4,53.5,OFF
18.3,89.4,ON
23.4,65.6,OFF
25.2,75.2,ON
25.5,48.5,OFF
18.6,24,OFF
23.7,63.2,OFF
20.1,95,ON
22.4,68.7,OFF
27.2,93.4,ON
23.8,50.1,OFF
25.6,45.9,OFF
15.1,61.2,OFF
22.5,41.1,OFF
20.6,71.4,ON
16.5,72.5,ON
23.4,66.9,ON
20,41.1,OFF
30.7,74.1,ON
20.1,77.2,ON
28.5,46.5,ON
23.1,72.3,ON
15.5,51.4,OFF
30.2,90.3,ON
31.9,69.6,ON
21.8,42.7,OFF
32.6,64.9,ON
23.8,53.5,OFF
27.8,61.8,OFF
16.6,,OFF
25.6,61.3,OFF
19.7,45.8,OFF
22.3,45.4,OFF
27.3,56.9,OFF
,65.7,ON
22.7,25.4,OFF
16.5,89.9,ON
26.2,49.8,OFF
30.9,73.8,ON
20.1,56.7,OFF
17.4,79,ON
21.9,54.5,OFF
250,58.5,OFF
26.7,87.1,ON
21.7,51.7,OFF
25.4,47.4,OFF
20.7,60.1,OFF
29.6,53.7,ON
27.6,46.3,OFF
22.7,85.8,ON
27.1,74.9,ON
23.6,51.3,OFF
22.8,92.1,ON
27,64.9,OFF
27.3,82.2,ON
23.9,57,OFF
25.8,54.1,OFF
15.5,55.3,OFF
20,29.3,ON
26.3,53.8,OFF
19.2,64,OFF
34.3,42.3,ON
14.6,32.3,OFF
31.9,51.9,ON
25,87.6,ON
22.1,62.7,OFF
22.6,60.5,OFF
24.2,49,OFF
17,63.7,OFF
28.6,-12,ON
30.4,63.5,ON
22.5,49.2,OFF
28.9,62.3,ON
18.1,47.4,OFF
23.6,59.3,OFF
120,53,ON
21,88.5,ON
20.4,42.3,OFF
23.9,43.1,OFF
-999,49,OFF
22.5,60,OFF
24.2,57,OFF
22.2,71.8,ON
17.5,83.9,ON
27.8,79.6,ON
27.2,53.7,OFF
26,49.2,ON
23.5,41.3,OFF
30.8,73.3,ON
25.1,27.1,OFF
30.6,56,ON
28.6,65.5,ON
24.9,46.2,OFF
31.2,60.5,ON
19.7,71.9,ON
23.1,44.9,OFF
27.7,30.4,OFF
31.2,44.8,ON
26.1,67.2,OFF
30.3,39.5,ON
21.6,46.4,OFF
23.1,74.7,ON
28.7,47.5,ON
30.5,75.6,ON
30.3,76.4,ON
25.7,33.1,OFF
17.8,35.3,OFF
18.8,70.3,ON
27.2,35.9,OFF
19.9,54.6,OFF
25.6,46.3,OFF
22,56.3,OFF
19.9,80.7,ON
27.4,56.9,OFF
25.9,51.8,OFF
22.9,59.8,OFF
24.3,41.7,OFF
17.7,45.2,OFF
31.4,47.1,ON
14.9,180,ON
29.7,55.8,ON
26.9,48.8,OFF
26.7,67.6,OFF
,54.5,OFF
23,53.6,OFF
33.5,50.6,ON
24.2,60.2,OFF
28.6,72.9,ON
17.6,46.2,OFF
23,58,OFF
25.1,65.1,OFF
26.1,29.3,OFF
25.7,53.3,OFF
24.1,28.4,OFF
29.4,48.6,ON
17.1,64.3,OFF
23.6,47,OFF
21.4,89.5,ON
30.9,51.5,ON
28,43.5,OFF
20,45.9,OFF
-55,41.5,OFF
23.9,82.9,ON
27.5,51.6,OFF
21.3,49.7,OFF
,53.1,ON
28.1,51.6,ON
28.2,81.7,ON
24.8,36.5,OFF
17.2,56.3,OFF
85,67,ON
28.4,39.9,ON
27.6,51,OFF
24,46.4,OFF
24.9,60.3,OFF
24.2,38.3,OFF
17.6,57.2,OFF
19.4,47.2,OFF
27.4,27.7,OFF
17.9,88.5,ON
26.3,54.9,OFF
26.2,56.3,OFF
28.4,57.6,ON
21.6,38.9,OFF
23.1,38.7,OFF
26.3,34.6,OFF
30.2,35.5,ON
31.7,24.7,ON
21.2,62.6,OFF
22.9,64.6,OFF
24.2,58.2,OFF
28.9,45.6,ON
,55.4,OFF
33.1,50.4,ON
23,25.3,ON
31.2,53.1,ON
19.7,53.4,OFF
19.2,38.8,OFF
24.7,80.6,ON
17.4,36.9,ON
31.7,60.9,ON
26.5,54.2,OFF
14.5,48.2,OFF
23.1,43.9,OFF
19.2,48.3,OFF
23.5,37.7,OFF
28.6,70.3,ON
23.7,46.7,OFF
17.2,60.6,OFF
,52.9,OFF
25.4,63.3,OFF
23.6,38.9,OFF
25.2,74,ON
21.2,35.2,OFF
26.1,40.9,OFF
23.6,69.1,OFF
33.2,54.7,ON
21.8,50.9,OFF
26.1,45.7,OFF
22.5,68.3,OFF
21.5,61.5,OFF
27.4,40.4,OFF
30.8,63.3,ON
33.2,,ON
24.8,82.7,ON
22.7,43.1,OFF
250,36,ON
25.6,,OFF
29.3,68.4,ON
30.7,41.9,ON
29.7,47,ON
29.4,74.6,ON
25.3,-12,OFF
25.1,56.9,OFF
32.4,55.9,ON
,61.8,ON
27.8,46.6,OFF
32.1,75.4,ON
19,66,OFF
26,43.5,OFF
26.8,55.1,OFF
21.7,49.8,OFF
26.7,50.6,OFF
23.6,49.6,OFF
24.2,64.2,ON
28.5,51,ON
15.8,72.2,ON
23.6,73,ON
27.1,61,OFF
26.9,82.7,ON
27.1,51.9,ON
25.9,46.1,OFF
26.2,22.3,ON
30.5,73.4,ON
13.1,58.2,OFF
15.3,50,OFF
24.1,49.9,OFF
18.7,45.5,OFF
21.1,86.7,ON
31,76.2,ON
20.9,66.5,OFF
19,67.3,OFF
31.5,52.3,ON
19.7,49.4,OFF
18.8,77.3,ON
22.6,43.3,OFF
22.7,-40,OFF
19.6,38.8,OFF
14.7,61.4,OFF
27.5,75.1,ON
26,86,ON
22.2,53,OFF
250,74.6,ON
27.4,55,OFF
22.9,51.7,OFF
22,,OFF
30.2,54.6,ON
24,58.3,OFF
27.2,39.2,OFF
28.3,63.7,ON
28.4,61.9,ON
23.9,61.8,OFF
22.9,55.3,OFF
25.7,45.1,ON
16.2,57,OFF
23.4,24.3,OFF
28.9,52.3,ON
24.4,63.2,OFF
34,,ON
26.2,52.3,OFF
26.4,90.9,ON
23.1,41.6,OFF
27.8,83.1,ON
12.4,65.3,OFF
26.3,43,OFF
26.4,68.9,OFF
25.8,55.7,OFF
16.7,66.7,OFF
16.7,47.5,OFF
26.8,46.9,OFF
27,50.7,OFF
23.5,56.6,OFF
27.2,58.3,ON
27.7,67.3,OFF
,58.1,OFF
26.7,61.3,OFF
21.2,50.2,OFF
17.1,27.1,OFF
23.3,45.1,OFF
,48.8,OFF
17.2,47.1,OFF
21.1,63.3,OFF
27.5,49.7,OFF
22.5,61.5,ON
25.1,39.5,OFF
22.4,73.9,ON
31.9,53.4,ON
19.5,53.6,OFF
26.8,52.3,OFF
25.1,60.7,OFF
25.9,31.5,OFF
27.2,43.9,OFF
24.9,49.5,OFF
28.1,35.9,ON
16.9,40.9,OFF
11.9,53.5,OFF
18.2,57.8,OFF
20.1,49,OFF
29.1,64.1,ON
27,37.8,OFF
23.8,59.5,OFF
25.1,67,OFF
17.9,40.7,OFF
30.5,61.7,ON
22.8,58.4,OFF
23.4,43.5,OFF
23.8,63.2,OFF
19.5,57.1,OFF
24.1,54.8,OFF
21.8,72.7,ON
16.3,53,OFF
27.7,61.6,OFF
27.3,39.1,OFF
27.2,76.4,ON
23.7,79.3,ON
29.9,60.8,ON
23.1,78.3,ON
22.3,-40,OFF
25.2,54.3,OFF
27.5,70.3,ON
30.9,68.2,ON
27.3,51.2,OFF
19.9,56.6,OFF
21.7,67,OFF
22.4,50.7,OFF
27.4,,OFF
31.3,73.2,ON
29.5,29.1,ON
25.2,82.6,ON
30.2,-40,ON
32.9,79.1,ON
19.2,30.2,OFF
13.5,47.9,OFF
22,52.8,OFF
22.4,64.3,OFF
27.2,52.1,OFF
22.4,61.3,OFF
24,67.3,OFF
26.4,36.9,OFF
19.2,51.1,OFF
23.8,44,OFF
23.3,58,OFF
28.2,54.6,ON
,53.4,OFF
23.7,54.3,OFF
21.7,50.2,OFF
26,56.8,OFF
18.9,69.7,OFF
28.2,38.3,ON
23.6,65.4,OFF
24.9,,OFF
28.1,51.5,ON
23.2,54.6,OFF
27.7,73.6,ON
33.7,38.9,ON
22.7,89.1,ON
18.4,74.5,ON
22.2,39.7,OFF
17.2,53.8,OFF
33.6,68.1,ON
33.8,87.7,ON
19.7,30.5,OFF
25.1,52.6,OFF
20.9,54.3,OFF
27.2,74.3,ON
28.9,59.7,ON
19.9,50,OFF
26.6,59,OFF
21.6,52.1,OFF
20.3,86.1,ON
22,62.8,OFF
25.1,15,OFF
18.2,63.6,OFF
25.3,61.8,OFF
18.6,46.7,OFF
17.1,60.2,OFF
30.7,43.1,ON
33.4,36.1,ON
24,39.4,OFF
22.8,62,OFF
21.6,52.5,OFF
19.6,62.2,OFF
27.1,42.5,OFF
17,64.8,OFF
15.4,64.7,OFF
23.2,56.6,OFF
34,49.9,ON
23.3,55.3,OFF
13.2,71.4,ON
20.4,55.5,OFF
29.2,77.1,ON
22.6,48.5,OFF
21.6,62.4,OFF
20.4,34,OFF
19.4,76.8,ON
20.5,62.3,OFF
22.2,41.1,OFF
19.2,50.9,OFF
24.7,33.4,OFF
18.6,92.2,ON
21.5,55.9,OFF
23.7,45.7,OFF
24.7,74.1,ON
9.5,65.4,OFF
21.5,51.1,OFF
19.4,-40,OFF
26,-40,OFF
22.2,43.7,OFF
25.2,62.8,OFF
34.6,51.6,ON
17.4,56.1,OFF
23.3,37,OFF
21.6,50.8,OFF
21.4,31.4,OFF
17.5,66.7,OFF
120,60.4,OFF
15.5,91.9,ON
29.7,53,ON
21.3,69.3,OFF
35.1,57.4,ON
23.8,69.8,OFF
23.4,63,OFF
24.3,22.7,OFF
18.8,41.7,ON
,71.4,ON
16,60.6,OFF
16.9,70.3,ON
22.3,28,OFF
25.2,50.5,OFF
29,59.1,ON
28,30.4,OFF
15.6,43.9,OFF
32.2,55.2,ON
28.3,59.6,ON
16.7,36.1,OFF
28.7,62.4,ON
20.7,46.1,OFF
36.1,69.2,ON
18.3,37.1,OFF
34.9,44.5,ON
24,180,OFF
27.2,,OFF
28.1,68,ON
19.4,65.2,OFF
28.3,58.1,ON
31.2,45.5,ON
26.7,,OFF
21.7,21.4,OFF
25.7,43.2,OFF
28.3,56.6,ON
21.6,33.6,OFF
17.9,62.7,OFF
24.9,72.8,ON
27,150,OFF
24.7,91.5,ON
23.5,57.8,OFF
32.6,37.8,ON
27.3,35.6,OFF
26,44.9,OFF
21.9,46.4,OFF
18.2,46.1,OFF
28.5,31.7,ON
26.5,46.6,OFF
19.2,43.1,OFF
,78.6,ON
28.5,50.7,ON
30.4,54.8,ON
28.6,59.6,ON
21.6,73.4,ON
29.9,75.7,ON
26,71.7,ON
19.9,68.3,OFF
13.5,67.8,OFF
24.6,35.3,OFF
18.9,54.1,OFF
,37.8,OFF
26.4,35,OFF
24,59.1,OFF
25.2,63,OFF
32.8,82.2,ON
28.2,,ON
26.7,74.6,ON
14.6,35.8,OFF
27.1,39.8,OFF
15.7,73.6,ON
26.1,43,OFF
22.8,40.6,OFF
17.4,53.4,OFF
21.2,64,OFF
21.9,64.8,OFF
25.7,70.1,ON
35.2,40.6,ON
34.1,46.5,ON
30,41.2,ON
25.4,52.2,OFF
25.1,48,OFF
23.1,59.7,OFF
37.7,38.5,ON
17.9,40.8,OFF
27,62.2,OFF
24.6,69.7,OFF
10.7,63.6,OFF
26.7,58.3,OFF
20.2,31.7,OFF
24.2,65,OFF
19.6,51.1,OFF
22.6,53,OFF
20,41.8,OFF
23.1,53.6,OFF
21,65.6,OFF
18.8,41.3,OFF
18.1,61.5,OFF
21.8,47.1,OFF
21.8,24.3,OFF
15.2,41.2,OFF
21.1,53.7,OFF
25.9,85.3,ON
25.4,55.9,OFF
18.5,75.1,ON
20.5,81.3,ON
16.2,46.6,OFF
26.8,63.9,OFF
23.9,57.9,OFF
27.1,63,OFF
20.7,45.4,ON
17.3,61.9,OFF
30.5,40.2,ON
23.8,66.8,OFF
31.7,,ON
26.4,52.1,OFF
27,69.9,OFF
21.2,36.3,OFF
,77.3,ON
26.4,34.3,OFF
23.7,67.8,OFF
31,81.1,ON
31.8,54.9,ON
20.7,,OFF
24.5,71.3,ON
13.6,62,ON
29.5,68.5,ON
30,68.4,ON
20.4,38.7,OFF
26,40.6,OFF
21.7,54.1,OFF
28,36,OFF
10.4,39.6,OFF
32,,ON
27.8,57.8,OFF
26,67.8,OFF
33.3,30.4,ON
27.9,25.5,OFF
28.3,46.8,ON
24.6,41.5,OFF
21.4,56.2,OFF
22.5,43.5,OFF
22.7,50.7,OFF
26.2,48.6,OFF
25.7,51.8,OFF
14.1,49.2,OFF
27.7,63.6,OFF
26.8,83.6,ON
18.8,55.4,ON
30.1,41.1,ON
22.7,42.3,OFF
27.5,47,OFF
27.7,46.6,OFF
22.8,29.6,OFF
30.2,57.8,ON
14.3,59.7,OFF
26.2,50.7,OFF
32,55.3,ON
23.1,87.8,ON
23.3,61.5,OFF
14,55.1,OFF
26.4,55.2,OFF
-55,88.2,ON
27.5,65.5,OFF
23.7,70.3,ON
28.5,73.1,ON
31.3,32.8,ON
23.8,58,OFF
15.3,49.9,OFF
25.4,78.1,ON
27.6,68.9,OFF
21.2,48.9,OFF
16.5,56.6,OFF
23.2,38.1,OFF
27.8,150,OFF
25.3,57.8,OFF
21.2,52,OFF
-999,55.4,OFF
26.9,56.1,OFF
16.3,62.7,OFF
19.9,22.9,OFF
28.2,47.9,ON
26.2,84.8,ON
20.1,51.4,OFF
29.9,41.2,ON
27.8,80.9,ON
26.6,62.2,OFF
23.5,61,OFF
21.9,37.1,OFF
24.2,41.3,OFF
22.7,70.4,ON
21.1,58.6,OFF
27.1,53.7,OFF
18.8,72.5,ON
17.4,68.9,OFF
21,56.2,OFF
23.8,54.6,OFF
26.2,89.6,ON
30.4,46.3,ON
28,60.5,OFF
24.6,51.9,OFF
17,22.3,OFF
19.2,43.1,OFF
10.3,58.2,OFF
33.2,72.5,ON
22.5,22.6,OFF
23.7,57.2,OFF
120,52.2,OFF
,51,OFF
19.7,61,OFF
25.7,74.8,ON
25.1,55.9,OFF
26.7,55.3,OFF
30,76,ON
,24.7,ON
23.1,35.7,OFF
23,52.5,OFF
34.1,72.3,ON
32.9,30.9,ON
31.4,57.6,ON
15.8,31.4,OFF
24.2,88.3,ON
,67.8,ON
16.3,46.6,ON
20.8,73,ON
22.9,44.1,OFF
22,66,OFF
33.1,,ON
17.1,32,OFF
